"id","S1_635570","S1_4251156","S1_4534359","S1_5294521","S1_5335479","S1_7346554","S1_8759693","S1_9626817","S1_10950830","S1_18105431","S1_24307708","S1_25188383","S1_31426163","S1_32765293","S1_35062872","S1_35421178","S1_35977755","S1_36379908","S1_36477450","S1_36635157","S1_39724732","S1_39985605","S1_40125109","S1_41117485","S1_42031333","S2_14660838","S2_21897590","S2_23272844","S2_24738821","S2_26805731","S2_35507148","S3_2275550","S3_3977630","S3_10658128","S3_10658130","S3_10775253","S3_10843092","S3_13480317","S3_15337560","S3_15574478","S3_15979123","S3_16136269","S3_17931458","S3_18080818","S3_18080841","S3_18080855","S3_19724174","S3_19727234","S3_19727983","S3_21215111","S3_22588845","S3_27779836","S3_30084179","S3_30229964","S3_30432019","S3_32357643","S3_32357658","S3_33022322","S3_34521141","S3_34905020","S3_34905029","S3_34975082","S3_35132552","S3_35132558","S3_35132561","S3_35132563","S3_35178615","S3_35178623","S4_4239489","S4_5657583","S4_8285042","S4_8526264","S4_8526293","S4_8526297","S4_9238081","S4_9238102","S4_11684262","S4_12645604","S4_13111573","S4_13111600","S4_13111604","S4_13111605","S4_18380094","S4_26150000","S4_26150055","S4_28863049","S4_30891223","S4_30891254","S4_34322241","S4_35426407","S5_494036","S5_3628535","S5_3628550","S5_3628577","S5_3629895","S5_4699684","S5_6606568","S5_6606583","S5_8179626","S5_17933310","S5_18624421","S5_21103823","S5_28836055","S5_28944002","S5_29256191","S5_29515217","S6_4971848","S6_5760918","S6_7175032","S6_8106488","S6_10815740","S6_12019308","S6_13835780","S6_13972182","S6_13972203","S6_14003435","S6_14510845","S6_19010819","S6_20150826","S7_9044637","S7_9463291","S7_13785312","S7_15852322","S7_15852342","S7_15852349","S7_19757970","S7_20351260","S7_22345561","S7_22930060","S7_24156325","S8_151587","S8_151615","S8_434058","S8_434065","S8_434073","S8_2306062","S8_2306073","S8_4750368","S8_5468426","S8_6002538","S8_7587377","S8_8816520","S8_8816524","S8_8816538","S8_9395311","S8_10355393","S8_10355394","S8_11075138","S8_12067161","S8_14702620","S8_15776094","S8_16257095","S8_18850640","S8_19592121","S8_24987271","S8_25717278","S8_25717283","S9_11678992","S9_12555757","S9_12797484","S9_18794372","S9_21794581","S9_22134352","S9_22134389","S10_2140857","S10_2473003","S10_2473024","S10_3430450","S10_3551121","S10_4234092","S10_5453598","S10_5809963","S10_6529969","S10_6919221","S10_8505412","S10_8505429","S10_8770239","S10_9600966","S10_9765852","S10_9765898","S10_9790890","S10_10302974","S10_10588068","S10_10588088","S10_13821869","S10_14664337","S10_15991618","S10_16027882","S10_19238621","S10_19663966","S10_20490031","S10_20490052","S10_20490076","S10_20608611","S11_282800","S11_346629","S11_1088864","S11_1088897","S11_1333261","S11_2645798","S11_2645812","S11_2730376","S11_3493879","S11_4419084","S11_4419109","S11_4792367","S11_5602434","S11_7789292","S11_7789295","S11_7789316","S11_7789329","S11_8105028","S11_9246170","S11_9445867","S11_9446026","S11_14495562","S11_18084911","S11_18084956","S11_18497679","S11_19859294","S11_19870127","S11_19870169","S11_20805765","S11_22953724","S11_23313046","S11_23419783","S11_23420025","S11_24801189","S11_25091906","S11_25141633","S11_26196265","S11_27204539","S12_6918207","S12_7116766","S12_10668733","S12_11419979","S12_13879568","S12_15322320","S12_19527244","S12_21870029"
"1176:ADRDN:2:Plate13:H03","A","A","B","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","B","A","B","B","B","B","B","A","A","A","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1177:ADRDN:2:Plate13:A04","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","A","B","B","B","B","B","A","A","A","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1178:ADRDN:2:Plate13:B04","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","B","B","A","B","B","B","B","B","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1179:ADRDN:2:Plate13:C04","A","A","B","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","B","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1180:ADRDN:2:Plate13:D04","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","A","B","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","B","B","A","H","A","A","H","A","A","A","A","H","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","H","A","H","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","H","H","A","H","A","A","A","B","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1181:ADRDN:2:Plate13:E04","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","B","B","A","B","B","B","B","B","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1182:ADRDN:2:Plate13:F04","A","H","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","B","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1183:ADRDN:2:Plate13:G04","A","A","B","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","B","B","B","B","A","A","A","A","A","A","A","A","B","B","B","B","B","B","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1184:ADRDN:2:Plate13:H04","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1185:ADRDN:2:Plate13:A05","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1186:ADRDN:2:Plate13:B05","A","A","A","N","A","A","A","A","A","A","A","N","A","A","B","A","A","A","A","A","N","N","N","A","A","A","A","A","N","N","A","B","A","A","A","A","A","A","A","A","A","A","A","N","N","A","A","B","B","B","N","A","N","N","N","A","A","A","A","A","A","A","A","A","A","A","A","A","N","B","B","B","B","B","B","B","B","B","B","B","B","B","A","A","A","A","N","N","A","A","A","N","N","N","A","A","A","A","B","A","A","A","A","A","H","A","B","A","N","N","A","N","A","A","A","A","A","A","A","A","N","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","N","B","B","N","N","N","N","N","A","A","A","A","A","A","A","A","A","N","B","B","A","N","A","B","N","A","B","B","B","A","B","B","B","B","B","N","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","N","A","N","A","A","N","N","A","A","A","N","N","A"
"1187:ADRDN:2:Plate13:C05","B","B","A","B","B","B","B","B","B","B","A","A","B","B","B","B","B","B","B","B","B","B","B","B","B","A","A","A","A","A","B","B","B","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","H","B","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","B","B","A","B","B","B","A","A","B","B","A","A","A","A","A","A","A","A","B","A","B","A","B","B","B","B","A","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","A","B","B","B","B","B","B","B","B","B","B","B","B","B","A","B","A","A","B","B","B","B","B","B","B","B","A","A","B","B","B","B","B","A","A","B","B","B","B","B","B","A","A","B","B","A","A","A","A","A","B","A","A","B","B","B","B","B","B","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","H","H","H","A","A","A","A","A","B","B","B","B","B","B","B","B","B","B","B","B","B","B","H","B","A","A","A","A","A","A","A","A"
"1189:ADRDN:2:Plate13:E05","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","H","A","H","H","H","H","H","B","B","B","B","B","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","H","A","A","A","A","A","A","A","A","B","A","H","H","B","H","H","H","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","H","H","H","B","A","B","A","H","A","A","A","A","A","A","A","A","A","A"
"1190:ADRDN:2:Plate13:F05","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1191:ADRDN:2:Plate13:G05","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","A","H","H","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","B","B","A","B","B","A","B","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","B","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1192:ADRDN:2:Plate13:H05","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","B","A","B","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","B","B","B","B","B","A","A","B","B","A","A","A","A","A","A","A","A"
"1193:ADRDN:2:Plate13:A06","A","A","A","A","A","A","A","A","A","A","A","A","H","A","B","A","B","B","A","A","A","B","H","A","H","A","H","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","H","H","A","A","A","A","A","A","A","A","A","A","A","H","H","B","B","A","A","A","A","A","B","B","A","H","A","A","A","A","H","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","H","A","A","A","A","A","A","A","A","H","H","A","A","A","A","A","A","A","A","B","A","B","A","A","A","H","A","A","H","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","H","H","A","H","H","A","A","A","A","A","A","A","A","H","B","A","A","A","H","B","H","H","H","H","A","H","A","H","H","B","H","B","A","B","H","H","H","H","A","A","B","A","A","A","A","A","A","H","B","H","H","H","H","H","B","A","H","H","A","A","H","H","H","H","H","H","H","H","A","A","A","A","A","A","A","A","A","H","A","A","A","H","H","A","H","A","H","A","A","A","A","H","A"
"1194:ADRDN:2:Plate13:B06","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","A","A","A","A","A","A","A","A","B","A","B","B","B","B","B","B","B","A","B","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","B","B","A","B","B","B","A","A","A","A","A","A","A","A","A","A"
"1196:ADRDN:2:Plate13:D06","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","B","B","B","A","B","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","H","B","B","B","B","B","B","B","B","B","B","B","B","B","B","A","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","A","A","A","A","A","A","B","B"
"1197:ADRDN:2:Plate13:E06","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","H","A","A","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","H","A","A","A","B","A","A","B","B","B","B","B","B","B","B","B","B","A","A","A","A","A","A","A","A"
"1198:ADRDN:2:Plate13:F06","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","B","B","B","A","A","A","B","B","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","A","B","B","B","B","B","B","B","B","B","B","B","B","B","A","A","A","A","A","B","B","B","A","A","A","A","A","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
"1199:ADRDN:2:Plate13:G06","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","H","B","A","A","A","A","B","A","A","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","A","A","A","B","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","A","B","B","B","A","A","B","B","B","B","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","H","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","B","B","B","B","B","B","B","B","B","B","B","B","A","B","B","B","B","B","B","B","B","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A"
